#v_y          v_x           g             f                sin(angulo)    angulo
20.0812104843 1.31643093909 9.79625578486 0.00140104129866 0.600420225326 36.9
14.1060831999 0.450109766833 9.73737223885 0.00740344150363 0.99649285925 85.2
11.0933869295 0.690259390229 9.73784932089 0.00735480928719 0.99756405026 86.0
13.4471742906 0.812382624429 9.77252847032 0.00381972779662 0.634730513202 39.4
14.753892827 2.50921066205 9.76396920715 0.00469223168692 0.811063818989 54.2
22.5828688033 2.15782267495 9.74326755212 0.00680249213908 0.948323655206 71.5
20.791149375 1.56000938518 9.73283845262 0.00786560116047 0.948323655206 108.5
20.7832584606 1.83467326269 9.82353592072 -0.00137980843171 0.618408395358 141.8
10.2211347868 0.81190771598 9.76406027543 0.00468294847846 0.791223532967 127.7
23.2109369077 1.13498265933 9.76453824673 0.00463422561367 0.666532470249 41.8
15.8685468849 1.54333915078 9.92349292618 -0.0115691056252 1.22460635382e-16 180.0
21.7206381701 1.42916916862 9.86048119957 -0.00514589190287 0.450877540689 26.8
24.761538139 1.66434728234 9.77127033785 0.00394797779332 0.977415894286 102.2
28.1686125699 0.606181676007 9.76853905817 0.004226395701 0.933580426497 69.0
21.3060202735 1.60032419448 9.72842399697 0.00831559663958 0.99649285925 94.8
17.5231863046 0.962763619054 9.71862013665 0.00931497078005 0.960779154158 73.9
11.1765012213 1.09987277039 9.86255143518 -0.00535692509447 0.342020143326 160.0
17.1168325067 2.11880870333 9.78196605615 0.00285769050444 0.769399555047 50.3
10.2737493806 0.858013633293 9.78144475142 0.00291083063987 0.733729864503 47.2
16.6433880715 1.99581157436 9.73030587729 0.00812376378266 0.995884398616 95.2
20.0515101586 1.00821523045 9.72765026758 0.00839446813678 0.991444861374 82.5
22.7087810146 2.0654153887 9.72088625595 0.00908396983179 0.93849302276 110.2
26.7337494022 2.69583638736 9.73266782776 0.00788299411238 0.895711760239 116.4
22.7298170564 1.85343985172 9.76577844689 0.00450780357864 0.815127795729 125.4
20.0669826111 1.58064183365 9.71452850797 0.00973205831137 0.928485826881 111.8
18.512947041 2.10517949782 9.77162338442 0.00391198935541 0.795473480855 52.7
20.3900563486 2.63952599477 9.75416495206 0.00569164606983 0.847121921382 57.9
26.9796971692 2.20474150491 9.77688164495 0.00337597910841 0.892585818452 63.2
27.994698059 2.23774007873 9.85771292931 -0.00486370329331 0.522498564716 31.5
21.0325073724 0.385876383435 9.70410766018 0.0107943261799 0.974761194191 77.1
24.9241725572 2.01371933396 9.87745766504 -0.00687641845448 0.230049737188 166.7
12.7832264893 1.23841107742 9.79549023863 0.00147907863078 0.727772757657 133.3
19.2617598283 1.4795576434 9.83282353903 -0.00232655851505 0.658689460119 138.8
24.8821266397 0.33173257146 9.73154772331 0.00799717397452 0.993170649538 83.3
21.0331560846 2.20810004147 9.78255294629 0.00279786480227 0.618408395358 38.2
18.7868889995 2.01183771383 9.72991921528 0.00816317887028 0.999945169366 89.4
29.8027548801 1.00644490957 9.72937295833 0.00821886255527 0.898794046299 116.0
22.6205245395 1.958726154 9.71618146541 0.00956356111987 0.986572161607 80.6
13.5910909612 1.84684143884 9.79689999502 0.00133537257707 0.563526048938 145.7
12.8419991367 0.517380576161 9.85726187536 -0.00481772429735 0.322265695231 18.8
27.8001901079 0.377092481918 9.7645380548 0.00463424517824 0.805928282249 126.3
27.0119775485 0.778592897914 9.85217922218 -0.00429961490072 0.532876276071 32.2
21.706270892 0.474110394935 9.74360370241 0.00676822605373 0.954760799503 107.3
29.4466189651 0.730392061072 9.71547122509 0.00963596074475 0.917060074385 113.5
26.6229750651 0.82740133409 9.85726177084 -0.00481771364355 0.322265695231 18.8
28.3660026213 2.19459576309 9.70520250102 0.0106827216083 0.971549119998 76.3
13.877800539 2.64548991421 9.766592995 0.00442477115192 0.650774217266 40.6
13.1854184257 0.876945184002 9.71453099452 0.00973180484007 0.920504853452 113.0
16.8598655575 2.61667936682 9.76739361394 0.00434315861969 0.969872015285 104.1
20.6192047637 2.38737949937 9.77078077838 0.00399788191837 0.978867388762 101.8
11.7000509398 0.201584622399 9.77229626914 0.00384339764085 0.885393625754 62.3
21.379045435 1.38226234134 9.77116608054 0.00395860544932 0.702153052995 44.6
10.4418387179 2.10104505466 9.76163511579 0.00493016148949 0.815127795729 54.6
10.4209265276 0.664413355114 9.71685866046 0.00949453002447 0.933580426497 111.0
19.9005856355 1.57542339072 9.8125421903 -0.000259142741971 0.582122970157 35.6
24.3125544274 0.296613235339 9.79053818044 0.00198387559214 0.733729864503 132.8
28.4826755755 1.01756800427 9.74012214317 0.00712312505878 0.993170649538 96.7
25.565407812 2.26007843199 9.76539586641 0.00454680260816 0.968147640378 104.5
27.7037542556 1.60240233302 9.81481275246 -0.000490596581183 0.600420225326 143.1
11.1900173926 1.82388143748 9.72341970438 0.00882571820754 0.905568799011 115.1
24.7635456185 1.68801778615 9.71181600538 0.0100085621431 0.984195607969 79.8
28.2619358171 1.56010438627 9.76504036547 0.00458304123601 0.984195607969 100.2
23.9169942352 2.3880710938 9.77864070137 0.00319666652739 0.780430407338 51.3
14.3281487981 0.942900345605 9.75738333666 0.00536357424502 0.962691746426 105.7
27.8337038047 1.18772282839 9.84769230587 -0.00384223301406 0.35999680812 21.1
19.7300139506 1.11979001681 9.76303813237 0.0047871424696 0.966376079321 104.9
10.3139588606 2.12518444493 9.70444200631 0.0107602440046 0.973178872777 76.7
10.5581757317 0.564765537339 9.79053809656 0.00198388414307 0.733729864503 132.8
12.3399182226 0.652440350937 9.78381009626 0.00266971495846 0.752414908896 48.8
10.9681163266 1.70213432471 9.82707587252 -0.00174065978748 0.626603811364 141.2
10.7548516847 0.521201868945 9.70986763032 0.0102071732595 0.98293534915 79.4
10.6677680592 1.17994095253 9.72441369176 0.00872439431598 0.999742609323 91.3
22.1562484049 0.68846526762 9.72319598363 0.00884852358511 0.989525789069 81.7
16.3976974174 2.53627910652 9.76603340042 0.00448181443186 0.850811109424 121.7
21.6529292294 2.43940906291 9.78274161392 0.00277863262764 0.917060074385 66.5
20.2195950564 2.57569075977 9.77650218439 0.00341466010287 0.785856893175 51.8
18.0473092599 0.334749016996 9.85726175577 -0.00481771210745 0.322265695231 18.8
20.8449547684 1.72504391107 9.81655380792 -0.000668074201453 0.46329603512 152.4
27.2155414824 2.24402179351 9.76393699872 0.00469551491181 0.795473480855 127.3
25.5256731369 1.71332384163 9.78380995316 0.00266972954587 0.752414908896 48.8
14.3428987872 0.436211857577 9.78351243694 0.00270005739686 0.914253955234 66.1
25.1030384851 0.931416716709 9.73635014619 0.00750763035791 0.950515731628 108.1
28.7663695196 2.61656308564 9.78200200334 0.00285402616285 0.901832526405 64.4
19.5572454869 2.32196405334 9.78274160148 0.00277863389612 0.917060074385 66.5
10.2141572874 2.0046893328 9.76853902378 0.00422639920728 0.933580426497 69.0
20.1647353695 0.786455040108 9.84548766055 -0.00361749852697 0.543174449951 32.9
29.8464621498 2.42697710419 9.77864062002 0.00319667481968 0.780430407338 51.3
20.4395767001 1.53945674577 9.75225170487 0.00588667636349 0.943800951583 70.7
21.8727532274 0.404428860693 9.92349289349 -0.0115691022921 0.0 0.0
14.5250167822 0.43732939526 9.75190917383 0.00592159288147 0.989525789069 98.3
28.1636429274 0.249392421086 9.78363726831 0.00268733248575 0.908508177527 65.3
23.8269725711 1.37828129084 9.80266091559 0.000748122773987 0.487859659139 150.8
11.2018889408 1.07960115448 9.71539939849 0.00964328251882 0.962691746426 74.3
16.3899203061 1.18291759757 9.84548774933 -0.00361750757719 0.543174449951 32.9
13.6640648864 2.66009314215 9.8125422968 -0.000259153598181 0.582122970157 35.6
25.7154404444 1.93123409766 9.82707572782 -0.00174064503814 0.626603811364 141.2
29.4739582605 2.5050241466 9.75599187024 0.00550541587755 0.87121381112 119.4
10.354218286 0.678423280801 9.73251658717 0.00789841109422 0.999742609323 88.7
18.8975932281 0.760952863643 9.87488828812 -0.00661450439585 0.114937150493 6.6
15.9272835276 1.02800791256 9.84827942562 -0.0039020821222 0.408330460381 155.9
21.535409734 2.19521793485 9.74012214525 0.00712312484736 0.993170649538 96.7
22.8201906279 0.553004699838 9.71007644354 0.0101858875088 0.966376079321 75.1
22.6206600574 2.02548661656 9.72085810228 0.0090868397267 0.988493886809 81.3
26.45319988 2.47339786348 9.7208580127 0.00908684885788 0.988493886809 81.3
20.3340651121 1.82743135043 9.81564730351 -0.000575668043855 0.702153052995 135.4
22.6268513744 2.16857548071 9.73729645504 0.00741116666233 0.998341816614 86.7
20.5495547476 1.15484663169 9.77193334985 0.00388039247236 0.931055815863 68.6
21.7431401257 2.18657056096 9.82986108181 -0.00202457510829 0.634730513202 140.6
28.6063321953 1.05842628791 9.77758120675 0.00330466801728 0.92587058481 67.8
18.0338987705 1.35112720171 9.72341973834 0.00882571474624 0.905568799011 115.1
22.7226006705 2.15795968034 9.72319602798 0.0088485190645 0.989525789069 81.7
19.8496391475 1.39225527801 9.72524840952 0.00863930585941 0.999847695156 91.0
25.3776122991 1.97486739367 9.76756775597 0.0043254071384 0.842452397007 122.6
22.8290476768 1.01151381365 9.74326759849 0.00680248741156 0.948323655206 71.5
13.4917124055 2.56815699949 9.83298116079 -0.00234262597225 0.436801788368 154.1
18.0145911441 0.867320133901 9.77650210238 0.00341466846263 0.785856893175 51.8
14.7686181598 0.729632372733 9.76482172025 0.00460532923083 0.936059535739 69.4
15.3693393794 1.02801010954 9.72448842185 0.00871677657012 0.998026728428 93.6
16.712286943 0.305328911512 9.78150355286 0.00290483660956 0.746638182285 131.7
13.8528445696 2.58295999387 9.75620451428 0.00548373962477 0.829037572555 56.0
18.3135337969 0.571633193974 9.7046560367 0.0107384264322 0.977415894286 77.8
11.9667387082 1.10625518417 9.73672688361 0.00746922695143 0.995884398616 84.8
22.5248470275 1.99103562874 9.85130778532 -0.00421078341695 0.342020143326 20.0
18.4875120286 1.61773275515 9.72378085796 0.0087889033683 0.999559860119 91.7
18.8558960033 2.40329646989 9.81655373621 -0.000668066892007 0.46329603512 152.4
10.9479745352 2.46320260755 9.80909927672 9.18168479607e-05 0.47562420907 151.6
20.1260097378 2.11035817457 9.75952551702 0.00514520723563 0.820151875874 55.1
18.1829555766 1.45901173008 9.72087036481 0.00908558972394 0.908508177527 114.7
12.9598665321 0.386788967512 9.8317848385 -0.0022206767079 0.642787609687 140.0
29.6693441306 1.58739251108 9.78899681506 0.00214099744568 0.610145163901 37.6
18.4041808313 1.47353225174 9.72448831645 0.00871678731388 0.998026728428 93.6
26.4809139445 0.30691698403 9.75766125334 0.00533524430817 0.987688340595 99.0
20.3484551914 1.60858157122 9.75866322484 0.0052331065403 0.866896748936 119.9
19.144057347 1.59902086577 9.78196604576 0.00285769156375 0.769399555047 50.3
10.1479043495 2.10054315334 9.79750851425 0.00127334207424 0.5 150.0
21.5298568122 0.515388413311 9.87381436754 -0.00650503236939 0.280666708921 16.3
13.5454219787 0.909830925451 9.76853906484 0.00422639502178 0.933580426497 69.0
27.9893390099 0.59813746976 9.78150360936 0.00290483084972 0.746638182285 131.7
17.0262008306 0.95914805052 9.83789376622 -0.00284340124563 0.553391549243 33.6
11.0364992009 1.25773061099 9.86143821531 -0.00524344702449 0.35999680812 158.9
15.4650100381 2.49898960315 9.78268021447 0.00278489149149 0.740804596287 47.8
27.8959242368 1.47947038247 9.83298105963 -0.00234261566031 0.436801788368 154.1
24.0772763874 1.67521842725 9.76303812926 0.00478714278672 0.966376079321 104.9
12.7462195386 1.85525462547 9.71405587723 0.00978023677548 0.923210217113 112.6
29.2950392568 0.918098128076 9.88741744749 -0.00789168679808 0.199367934417 11.5
22.4440341889 1.91349859032 9.77650207427 0.00341467132794 0.785856893175 51.8
12.0724708005 0.789153721794 9.7530515221 0.00580514555536 0.874619707139 119.0
12.1473848723 2.63880854598 9.76983804146 0.00409398150239 0.882126866018 61.9
29.113570513 1.72003591337 9.74777987846 0.00634252003486 0.946085358828 71.1
10.0432929224 0.412876431629 9.71254228671 0.00993452734821 0.964557418458 74.7
24.1376486874 1.7601580658 9.76983795102 0.00409399072129 0.882126866018 61.9
25.4773396806 1.5411552961 9.73738499164 0.0074021415245 0.993960955455 96.3
29.0776437635 1.87868357849 9.73769470991 0.00737056983543 0.998026728428 86.4
12.2300673374 0.323213380131 9.78303838762 0.00274838046651 0.763796028635 49.8
27.5820050101 0.270465146719 9.73609555653 0.0075335824132 0.892585818452 116.8
13.0481844522 1.46246540733 9.75225160848 0.00588668618963 0.943800951583 70.7
10.7127474455 2.53050841262 9.73672688125 0.00746922719207 0.995884398616 84.8
27.3999002063 2.6938092549 9.7651141605 0.00457551880757 0.658689460119 41.2
28.9444184646 1.48476486708 9.89358733556 -0.00852062543887 0.199367934417 168.5
29.5039895366 0.523946784788 9.72335819172 0.00883198861132 0.998719357184 92.9
28.8340832677 0.819254940421 9.71452844853 0.00973206437034 0.928485826881 111.8
23.1711007683 1.66995868932 9.7260084965 0.00856182502567 0.956813584058 73.1
11.8380882908 1.28612410448 9.7626021592 0.00483158417913 0.87121381112 60.6
28.7947627298 2.16130387097 9.75691407435 0.00541140934291 0.858959896931 59.2
21.5310363237 2.44171116273 9.70802298955 0.0103952100362 0.968147640378 75.5
18.7031400381 1.79573968096 9.76752575091 0.00432968899987 0.829037572555 124.0
16.1600138219 1.13030547609 9.7431000643 0.00681956531065 0.885393625754 117.7
25.1268763244 0.716053423911 9.73609564579 0.0075335733135 0.892585818452 116.8
24.4184388814 2.42456506329 9.72345454936 0.00882216622224 0.941470544812 109.7
24.3634996003 1.45658510502 9.84827947875 -0.00390208753793 0.408330460381 155.9
13.3641634353 1.27325920182 9.79099831661 0.00193697078416 0.532876276071 147.8
26.1993319143 2.62154357882 9.84827936574 -0.00390207601825 0.408330460381 155.9
10.7236019377 1.58590266822 9.72337858662 0.00882990962082 0.999328393779 92.1
19.4880795322 1.04764704102 9.7041856555 0.0107863755866 0.975916761939 77.4
19.8040892427 2.54017972257 9.76644859235 0.00443949109612 0.820151875874 124.9
21.0390708447 1.80491415484 9.86453754969 -0.00555938325036 0.5 30.0
13.5761353962 0.912477293079 9.80574757933 0.000433478151737 0.715692733704 134.3
23.5959785769 1.173491919 9.77703948722 0.00335988917185 0.626603811364 38.8
27.7153623568 1.85408323779 9.72681880307 0.00847922496722 0.997052752227 94.4
14.6121814658 2.50126976436 9.72547400843 0.00861630902837 0.990509463238 82.1
24.9778668867 1.30726317748 9.76644855127 0.00443949528387 0.820151875874 124.9
10.9372534152 2.41052812914 9.77118638449 0.00395653572944 0.763796028635 130.2
12.9038032054 2.57149236551 9.82353598419 -0.00137981490226 0.618408395358 141.8
27.69082135 1.85443316134 9.77864075145 0.00319666142203 0.780430407338 51.3
24.319268607 2.1834035279 9.7293729362 0.00821886481108 0.898794046299 116.0
21.5054357376 2.29644040356 9.71685865044 0.00949453104554 0.933580426497 111.0
23.2254080163 0.531454700658 9.8193872967 -0.000956910978136 0.610145163901 142.4
25.1125930103 1.73041065335 9.77020638385 0.0040564338587 0.973178872777 103.3
11.132032284 1.57140998804 9.76783183509 0.00429848775794 0.838670567945 123.0
19.2097234316 0.502871835739 9.8301167708 -0.00205063922523 0.67301251351 137.7
20.1195820181 1.549799565 9.87381443804 -0.00650503955514 0.280666708921 16.3
11.7639868159 0.854234117438 9.70666464677 0.0105336751505 0.980271174622 78.6
10.3734715175 2.2346667232 9.7541713454 0.00569099435299 0.960779154158 106.1
17.5648214367 1.50705755707 9.73266778844 0.0078829981202 0.895711760239 116.4
18.3594405386 0.845658262497 9.70639612333 0.0105610475704 0.969872015285 75.9
15.9164250415 2.12287731447 9.76102731419 0.0049921188394 0.863395550607 120.3
20.0788138285 2.37608970047 9.79381278417 0.00165007296926 0.510542917912 149.3
16.0353344834 2.47633870693 9.77078089852 0.00399786967223 0.978867388762 101.8
11.86478688 1.55216397898 9.88191422984 -0.00733070640613 0.163325962242 9.4
23.7688305193 0.309599724726 9.77688173878 0.00337596954317 0.892585818452 63.2
13.4236575434 2.68358980963 9.76393704187 0.00469551051265 0.795473480855 127.3
26.8509781948 0.650616057537 9.78268021535 0.00278489140154 0.740804596287 47.8
16.0468061268 1.68866334915 9.72681877388 0.00847922794272 0.997052752227 94.4
11.1151976277 0.382810279288 9.86338087231 -0.00544147526104 0.46329603512 27.6
14.9281832795 2.03887283366 9.75508160541 0.00559820536042 0.833885822067 56.5
16.4069786412 0.76248495839 9.72550408575 0.00861324304242 0.99756405026 94.0
11.7143096157 2.5678742795 9.86562595887 -0.00567033219849 0.487859659139 29.2
29.0537564459 0.468404527169 9.81080833403 -8.23989832055e-05 0.708339837725 134.9
27.6741792842 1.56199397882 9.77116613705 0.00395859968947 0.702153052995 44.6
14.7141403599 1.32209878735 9.71685860166 0.00949453601822 0.933580426497 111.0
27.7659353376 0.724381938366 9.80417092272 0.000594197480064 0.592013178799 36.3
25.1069886082 0.645678570981 9.8748882402 -0.0066144995109 0.114937150493 6.6
13.1214098966 1.85495146598 9.76280833182 0.00481056760262 0.985407898483 99.8
12.3716822633 0.727226343858 9.73667486916 0.00747452913716 0.998719357184 87.1
22.7065932504 2.26475745994 9.861438222 -0.00524344770595 0.35999680812 158.9
16.8081288697 2.34556148072 9.72765014504 0.00839448062806 0.991444861374 82.5
11.115069378 2.28575457132 9.77127024143 0.00394798762172 0.977415894286 102.2
26.3343760935 2.1044942276 9.78351240693 0.00270006045558 0.914253955234 66.1
28.5972401196 0.906694962741 9.93969387839 -0.0132205788364 0.114937150493 173.4
14.9994793106 0.947041295952 9.70418576581 0.0107863643413 0.975916761939 77.4
19.6370842177 0.3606450281 9.7168594845 0.00949444602433 0.914253955234 113.9
14.2026106097 1.33332979591 9.76396924872 0.0046922274497 0.811063818989 54.2
10.8756472663 0.270721762997 9.72739120679 0.00842087596406 0.999993907658 90.2
13.3225162583 1.03929043439 9.73320471642 0.00782826540072 0.993960955455 83.7
22.0828774105 1.87282943633 9.73738487409 0.00740215350749 0.993960955455 96.3
15.4297272951 1.36334396271 9.78584644695 0.00246213588657 0.740804596287 132.2
14.4265882568 2.68712117826 9.88708041647 -0.00785733093476 0.230049737188 13.3
22.4901009697 0.92411959494 9.73030576093 0.00812377564421 0.995884398616 95.2
29.0639858471 2.5595821598 9.79690005082 0.0013353668892 0.563526048938 145.7
27.2137123794 1.67383024993 9.72085799069 0.00908685110243 0.988493886809 81.3
21.4476404809 1.93456409368 9.84102132264 -0.00316221433625 0.422618261741 155.0
12.3558618154 2.25212143871 9.73122924486 0.00802963864834 0.999847695156 89.0
18.1654852854 2.20511155534 9.85726177504 -0.00481771407087 0.322265695231 18.8
20.9819096222 1.50086256769 9.83298109277 -0.0023426190384 0.436801788368 154.1
22.2662630616 1.30089954756 9.70520254535 0.0106827170899 0.971549119998 76.3
25.133639229 2.59930513551 9.76083133198 0.00501209663812 0.93849302276 69.8
20.5256132772 0.835228197771 9.7775812618 0.00330466240588 0.92587058481 67.8
28.4885073255 1.46620231888 9.77344627224 0.00372617000565 0.708339837725 45.1
13.7728538335 2.18751835716 9.77162345196 0.00391198247103 0.795473480855 52.7
16.1548894784 0.428857764622 9.73738486485 0.00740215444985 0.993960955455 96.3
27.8206519594 0.282651334897 9.7690182441 0.00417754902095 0.694658370459 44.0
16.4649104473 1.17769538192 9.770206372 0.00405643506645 0.973178872777 103.3
16.8964169464 2.25559641611 9.8818340124 -0.00732252929658 0.257132793155 14.9
21.5207265904 0.355799392629 9.7806050715 0.0029964249235 0.898794046299 64.0
19.6262570014 2.10202414903 9.72441370981 0.00872439247625 0.999742609323 91.3
11.536354554 2.24446758948 9.78347916757 0.00270344877004 0.746638182285 48.3
29.2398684638 1.38018312399 9.76853907585 0.0042263938995 0.933580426497 69.0
23.6033310971 2.31544357585 9.82707587832 -0.00174066037898 0.626603811364 141.2
25.6523612732 2.53190183728 9.78584650798 0.00246212966567 0.740804596287 132.2
20.6639263288 1.35551870878 9.79625578989 0.00140104078587 0.600420225326 36.9
20.2159804696 1.14359089942 9.72968624004 0.00818692762052 0.992331937885 82.9
28.6241355131 0.464854112246 9.77650200241 0.00341467865312 0.785856893175 51.8
21.03838533 0.361556240344 9.76033387748 0.00506280555776 0.986572161607 99.4
13.6471852669 2.5979228214 9.73995845903 0.00713981049692 0.952661481254 107.7
13.6680604968 0.490421578659 9.75866317226 0.00523311189981 0.866896748936 119.9
10.2207182429 2.28479267631 9.76735815172 0.00434677352469 0.877982975428 61.4
13.0909858968 2.58252392205 9.7562044407 0.00548374712539 0.829037572555 56.0
28.0746604717 2.69884034205 9.76476556967 0.00461105304108 0.67301251351 42.3
11.2551584793 2.30414935032 9.76644847711 0.00443950284296 0.820151875874 124.9
20.4111418571 2.36382492581 9.7648218017 0.00460532092731 0.936059535739 69.4
18.3553498793 1.1997677084 9.76698846076 0.00438445863767 0.98293534915 100.6
29.5688274501 0.577314655108 9.77344614834 0.00372618263637 0.708339837725 45.1
25.4886113341 1.95723058648 9.81481258385 -0.000490579393869 0.600420225326 143.1
20.8531270469 0.83037219433 9.8026610109 0.00074811305804 0.487859659139 150.8
27.5757230725 1.17282642412 9.85217911407 -0.00429960388033 0.532876276071 32.2
13.9462122579 1.84743209931 9.82967859973 -0.00200597346884 0.563526048938 34.3
16.5259657401 1.46809146871 9.76876642654 0.0042032184976 0.769399555047 129.7
24.0954496483 0.213318175049 9.76739362003 0.00434315799896 0.969872015285 104.1
10.0837217366 0.34207592713 9.81002755403 -2.80876966663e-06 0.592013178799 143.7
10.6325657553 2.67592597262 9.78144479703 0.00291082599106 0.733729864503 47.2
25.0713050857 1.71211489529 9.7645383138 0.00463421877652 0.666532470249 41.8
14.7073511626 0.760380762178 9.76735815819 0.00434677286572 0.877982975428 61.4
17.5854048854 1.6860538129 9.86518816031 -0.00562570441523 0.47562420907 28.4
15.104605372 2.0486044041 9.85873329609 -0.00496771621713 0.376224263139 157.9
28.099290148 2.25721229803 9.78303835993 0.00274838328909 0.763796028635 49.8
22.5239365629 0.962591034703 9.77344622192 0.00372617513575 0.708339837725 45.1
16.757009614 0.6337347672 9.72377419599 0.00878958246744 0.998341816614 93.3
28.1415336314 1.80852791209 9.82411521299 -0.00143885963186 0.688354575694 136.5
20.7506702911 1.79399316434 9.8496801401 -0.00404486647293 0.408330460381 24.1
14.6700675038 2.28840117925 9.73122926015 0.00802963708974 0.999847695156 89.0
21.9072961869 2.17500221176 9.7252483745 0.00863930942866 0.999847695156 91.0
15.8786831689 2.01810372836 9.85130777852 -0.00421078272424 0.342020143326 20.0
18.3659812482 1.28544723693 9.83192089572 -0.00223454594519 0.666532470249 138.2
13.442022275 2.69030566255 9.79099828642 0.00193697386087 0.532876276071 147.8
17.9302096569 2.08884630494 9.83278139577 -0.00232226256546 0.650774217266 139.4
15.5972656027 2.19093837664 9.74777990191 0.0063425176441 0.946085358828 71.1
24.5087259206 2.02671545023 9.76260214775 0.0048315853464 0.87121381112 60.6
23.2733614817 1.39646352578 9.76412001391 0.00467685892834 0.800731370949 126.8
17.2412551643 0.952265269132 9.72862640731 0.00829496357726 0.999993907658 89.8
28.7745045366 0.322454521989 9.7399584701 0.00713980936789 0.952661481254 107.7
24.6996891847 0.638547424949 9.72739112357 0.00842088444751 0.999993907658 90.2
21.7699136078 1.64086739066 9.70986766633 0.0102071695891 0.98293534915 79.4
21.8001053923 0.334883999169 9.77758032962 0.00330475742866 0.752414908896 131.2
